,test data,actual topic,predicted topic
2444,"u.s. m-1 money supply surge expected next week the u.s. m-1 money supply number to be announced next thursday is expected to show one of the largest one-week increases in history, analysts said.     the average forecast of economists polled by reuters calls for a 17.7 billion dlr m-1 jump for the week ended april 20. estimates of the increase range from five billion dlrs to 26.3 billion dlrs.     ""the m-1 surge will be very temporary. about two thirds of the increase is likely to be washed out in the following week,"" said kim rupert, an economist at money market services inc.     rupert said a huge increase in m-1 for the april 20 week is implied by very strong deposit survey data and by an unexpectedly sharp gain in required reserves in federal reserve data released thursday.     those numbers, covering the two-week bank statement period that ended on april 22, show a 2.5 billion dlr jump in basic required reserves. economists said this largely reflected the parking in checking accounts of the proceeds from stock market sales and mutual fund redemptions to pay annual income taxes. fed seasonal adjustments do not adequately compensate for these and other special factors.     analysts noted that income tax refunds from the treasury also appear to be coming earlier than usual.     they also are not adequately compensated for by the fed's seasonal adjustment factors to the money supply.     the federal reserve is no longer targeting m-1 because the link between m-1 and economic growth has largely been severed by financial market innovation and deregulation.     as such, there is likely to be little financial market reaction to the huge m-1 increase that is expected to be announced next week.  reuter ;","('money-supply',)","('money-supply',)"
2445,"traders cut bahia temporao cocoa crop estimate trade estimates of the coming may/september temporao harvest in brazil's main cocoa growing state of bahia are now in the 1.5 mln to 2.0 mln 60-kilo bag range against 2.0 mln to 2.5 mln two weeks ago.     traders in the state capital salvador told reuters the effects of a dry period in the first six weeks of the year had been harsher than thought earlier.     although good flowering had followed the onset of rains in mid-february subsequent pod setting was dissappointing.     last year's temporao, also hit by a dry spell, was 2.77 mln bags. in 1984 severe drought cut the crop to 1.79 mln bags.     the traders said another factor leading to lower crop predictions is that many farmers are not caring properly for plantations because of low returns on their investment.     manpower, fertiliser and other costs have been cut back as farmers feel the pinch of the rise in interest rates over the past six months coupled with low bean prices.     if such economies continue into the winter months both the temporao and the developing october/april main crop could face serious damage from pod rot attacks on trees which would normally be treated against the disease.     recent very wet weather has already caused some isolated incidences of pod rot but reports from the growing regions say these are not yet significant.     the traders said they expect very low deliveries of temporao beans in the first three months of the harvest and the bulk will not appear until the last month, september.     despite the low loads, trees are said to be in excellent condition and recent flowering and pod setting - which will lead to late temporao/early main crop beans - has been good.  reuter ;","('cocoa',)","('cocoa',)"
2446,"u.s. senate passes housing bill the senate passed a two year extension of federal housing programs, including 15 billion dlrs for lower income housing assistance over two years. the vote was 71 to 27.     total value of the bill was estimated at 31 billion dlrs. the bill permanently extended the authorization for federal housing authority mortgage insurnce.     the bill also extended the urban development grant program, the national flood insurance act, the rural housing program as  well as several other housing programs. the bill now goes to the house.  reuter ;","('housing',)","('housing',)"
2447,"killearn properties inc <kpi> 3rd qtr net qtr ends jan 31     shr 23 cts vs eight cts     net 309,963 vs 110,356     revs 2,503,451 vs 1,351,076     nine mths     shr 62 cts vs 25 cts     net 851,776 vs 331,666     revs 6,739,351 vs 4,107,713  reuter ;","('earn',)","('earn',)"
2448,"spain has 35 mln dlr current surplus february spain had a 35 mln dlr current account surplus in february compared with a 68 mln dlr surplus in january and a 355 mln dlr surplus in february last year, bank of spain figures show.     spain's trade deficit narrowed to 581 mln dlrs compared with 664 mln dlrs in january but the large increase in non-oil imports contributed to the substantial increase over the 159 mln dlr deficit registered in february 1986.     exports at 2.58 billion dlrs were up 19 pct compared with february last year, but imports were 46 pct higher than last february, totalling 3.16 billion dlrs.     non-oil imports totalled 2.79 billion dlrs compared with 1.91 billion in february last year, reflecting the large ammount of investment goods entering the country with the recovery of the spanish economy, the bank of spain said.     spain's tourism earnings continued to grow and totalled 655 mln dlrs in february, compared with 103 mln dlrs in january and 502 mln dlrs in february last year.  reuter ;","('bop',)","('earn',)"
2449,"f.w. woolworth co says it hikes dividend to 33 cts a share from 28 cts
","('earn',)","('earn',)"
2450,"spot tin easier on european free market spot tin on the european free market was indicated in the easier range 4,200 to 4,230 stg per tonne, for high grade metal in warehouse rotterdam, down 20 stg from yesterday's afternoon kerb close.     stability in sterling versus the dollar continued to apply pressure to a market which is coming close to testing a psychological chart support base at 4,200 stg, traders said.     dealers said major consumers still need to cover their may and june requirements but are holding out for even lower offers. reported high grade tin business in london was confined to end april metal at 4,225 stg.     small-scale spot business was reported by west german operators at 12.60 and 12.63 marks per kilo although the market was still being undercut by chinese material, which traded at one stage down to 12.54 marks per kilo, traders said.  reuter ;","('tin',)","('tin',)"
2451,"canadian bashaw, erskine resources to merge canadian bashaw leduc oil and gas ltd said it agreed to merge with erskine resources ltd. terms were not disclosed.     ownership of the combined company with 18.8 pct for the current shareholders of canadian bashaw and 81.2 pct to the current shareholders of erskine, the companies said.  reuter ;","('acq',)","('acq',)"
2452,"thrifty rent-a-car system inc <tfty.o> 4th qtr june 30 end     shr 33 cts vs 13 cts     net 1,687,623 vs 636,500     revs 18.7 mln vs 8,973,143     year     shr 96 cts vs 66 cts     net 4,821,637 vs 3,309,017     revs 58.8 mln vs 27.2 mln  reuter ;","('earn',)","('earn',)"
2453,"u.s. sets corn deficiency payment half pik certs the upcoming five-month deficiency payments to corn and sorghum farmers will be made half in cash and half in generic commodity certificates, a senior agriculture department official told reuters.     around 300 mln dlrs of the in-kind certificates, or ""certs,"" will be mailed out to farmers around march 15 or 16, tom von garlem, assistant deputy administrator for usda's state and county operations, said.     the decision to make the payments in a 50/50 cash/certs ratio was made monday, but payments to producers will be delayed until mid-month due to a problem with usda's computer program, von garlem said. get 11.5 cts per bushel in this next payment -- 5.75 cts in certs and around 5.5 cts cash (5.75 cts minus gramm-rudman).     farmers who did not receive advance deficiency payments at signup will receive 63 cts per bushel. slightly more than half of this payment will be in cash, von garlem said, but he said this will not markedly upset the 50/50 ratio, since most farmers got advance payments.     ""the final certificate payments will be very close to 300 mln dlrs,"" he said.     when asked if the office of management and budget had resisted the cash/certs ratio, the usda official said that ""we proposed 50/50 and omb accepted it.""  reuter ;","('corn', 'grain', 'sorghum')","('corn', 'grain')"
2454,"johnson says fed's actions yesterday meant to stabilize dollar at current levels
","('dlr', 'money-fx')","('money-fx',)"
2455,"colombian oil exports not affected by quake colombian oil installations were not damaged by an earthquake which shook ecuador and southern colombia last night and there are no plans to suspend exports, a spokesman for the state-run oil company ecopetrol said.     he said no damage was reported, unlike in ecuador where indefinite force majeure was declared on crude exports.     colombia currently produces about 360,000 barrels per day (bpd) of crude. exports in january totalled 123,000 bpd.     the quake, which in colombia measured between 6.5 and seven on the 12-point international mercalli scale, caused panic among residents but no injuries were reported.  reuter ;","('crude',)","('crude',)"
2456,"u.s. feb industrial production rose 0.5 pct after revised 0.1 pct jan gain
","('ipi',)","('earn',)"
2457,"u.s. export inspections, in thous bushels  soybeans 18,345 wheat 11,470 corn 34,940
","('corn', 'grain', 'oilseed', 'soybean', 'wheat')","('corn', 'grain', 'oilseed', 'soybean', 'wheat')"
2458,"singapore banks say diversification key to growth singapore's major banks are diversifying and gradually shifting their asset holdings from loans to debt instruments, banking sources said.     the banks following the trend are the <overseas union bank ltd>, <united overseas bank ltd>, <oversea-chinese banking corporation> and the <development bank of singapore ltd>.     the shift towards securitisation has been helped by volatile financial markets which have developed hedging facilities such as floating rate notes and bonds for risk management, said overseas union general manager loh hoon sun.     loh told reuters in an interview that singapore banks see limited growth in credit risk. more and more of them are switching from term lending to major growth areas such as stockbroking and fee based income, he said.     major local banks ventured into stockbroking after being granted seats on the stock exchange. bankers said they are now moving into the new government securities market and the stock exchange of singapore dealing and quotation system.     one foreign banker said the development bank and the overseas union bank ltd have become major players in the equity market in singapore.     loh said the banks' participation in the stock market has increased business transactions and provided long term growth for the market. the banks are not competition for individual stockbroking firms because of the increased business they generate, he added.     loh said the stock exchange of singapore might expand equity issues by as much as one billion dlrs this year because of the increasing ability of foreign and local market participants to absorb new issues.     loh said <oub investment management ltd>, a subsidiary of the overseas union bank ltd, has teamed up with a u.k. firm to launch the union global fund. the fund is for local investors seeking capital growth through a diversified international portfolio. it will invest in international shares with the emphasis on u.s. and japanese markets, he said.     <dbs securities singapore pte ltd>, a subsidiary of the development bank of singapore, has applied to the hong kong stock exchange to set up a hong kong stockbroking firm.     loh predicted fixed deposit and prime interest rates in singapore will stay low this year. as a result, banks will be forced to provide fund management services for major clients seeking better returns, he said.     economic analysts and bankers are optimistic the major banks will show profits in 1987, helped by higher income from treasury and investment banking activities.     they expect the 1987 after-tax profits of oversea-chinese and united overseas to show stable growth of four to eight pct against respective gains of four and seven pct in 1986.     overseas union's profits are expected to jump to over 40 mln dlrs from seven mln dlrs in 1986, economists said.     the development bank's after-tax profits rose 39.2 pct in 1986 mainly due to a dividend of 20.4 mln dlrs paid by <national discount company ltd> before it became a subsidiary of the bank, they said.  reuter ;","('earn',)","('acq',)"
2459,"former gold firm executives arrested in japan the public prosecutors and police here arrested five former senior executives of a bankrupt gold deposit business group for defrauding about 450 clients of about 1.5 billion yen for gold bars which were never delivered, police said.     the case involving the toyota shoji company was highlighted when its 32-year-old chairman kazuo nagano was stabbed to death here in public view in june, 1985.     television crews which had been waiting outside nagano's home filmed two men smashing their way into the home and later emerging with a bloodstained bayonet.     the company, established here in 1981, undertook to hold gold on deposit for investors. it grew into a nationwide business operation with 87 branch offices and 7,000 employees at its peak in early 1985.     toyota shoji's business group collected an estimated 200 billion yen from about 30,000 clients, many of them pensioners and housewives, before the firm went bankrupt in july, 1985, according to lawyers.     of them, some 18,000 clients cla27;imed they could get back neither gold or money, suffering an aggregate loss of 150 billion yen, local press reports said.     police said the five arrested on charge of fraud today included hiroshi ishikawa, 47, former toyota shoji president, and a sixth former executive was placed on a wanted list.     they were suspected of having collaborated with the late nagano in swindling about 1.5 billion yen from about 450 people in osaka and n27;earby kobe during a six month period just before the firm's bankruptcy, they said.     to27;27;day's arre27;st came a27;27;fter narly two years of joint27; investigation by the public prosecutors and police, who 27;had questioned about 3,000 of27;27; the firm's former employees27;, police sou27;rces 27;27;said.  reuter ;","('gold',)","('acq',)"
2460,"winter weather hurts east german grain - usda shifts from mild to very cold weather in east germany damaged winter barley and late sown winter wheat in central regions and barley north of berlin, the u.s. agricultural officer in east berlin said.     in a field report, the officer said indications were that winter kill might well be more than 100,000 hectares compared with 38,000 last year.     he said the damage was probably more limited in southern and central regions and most widespread in the north.     damage was most severe on plants above the ground where little or no snow cover was present, he added.     the officer said heavy frosts at night followed by sunshine during the day led to some heaving, particularly for well developed plants and for winter barley.     furthermore, as the ground surface thawed, some standing water occurred in the fields.     the officer said repairing damage will probably call for special measures this spring in fields with damaged plants and where stands are thin. harrowing, as well as well-timed applications of nitrogen, will be necessary, he added.  reuter ;","('grain', 'wheat')","('grain', 'wheat')"
2461,"winterhalter <wntlc> holders okay takeover winterhalter inc said its shareholders approved the 525,000 dlr acquisition of winterhalter by interface systems inc <intf>.     the acquisition would be for 15 cts per winterhalter share.  reuter ;","('acq',)","('acq',)"
2462,"north east <neic> may violate capital rules north east insurance co said due to the magnitude of its losses in 1986 and 1985, it may be found in violation of minimum capital and surplus requirements by officials in maine and new york and be subject to sanctions and administrative actions in those and other states.     the company today reported a 1986 loss of 236,469 dlrs, after realized investment gains of 734,609 dlrs, compared with a 1985 loss of 2,522,293 dlrs, after investment gains of 645,438 dlrs.  its fourth quarter net loss was 1,653,386 dlrs, compared with 2,646,876 dlrs.     the company said its fourth quarter and year losses resulted from additions to loss reserves.  reuter ;","('earn',)","('earn',)"
2463,"kiena two-for-one share split approved <kiena gold mines ltd> said shareholders approved a previously reported proposed two-for-one common stock split.     record date of the split will be april 21, kiena said.  reuter ;","('earn',)","('earn',)"
2464,"fed's johnson urges stronger allied growth federal reserve board vice chairman manuel johnson said that the u.s.'s main industrial partners should expand their domestic growth.     in a speech to a women's group here, johnson said, ""there is room for stronger domestic growth in those countries ... strong enough to absorb growth in u.s. export markets.""     johnson also said there was a better alignment of exchange rates now and the paris agreement to stabilize currencies has brought western nations a long way towards establishing that goal.     johnson said, ""the fed supports this pattern of exchange rates ... and we'll see if it leads to a convergence in trade. quite possibly it can be achieved.""     johnson said the paris agreement achieved a better alignment of exchange rates in exchange for stimulus by the major surplus countries.     he said this was ""a major improvement and a step in the right direction"" and added u.s. allies look very strongly to a u.s. budget deficit cut. ""there will always be a potential risk of breakdown in international cooperation"" without a budget deficit cut.  reuter ;","('money-fx',)","('trade',)"
2465,"south korea's leading indicators rise in february south korea's index of leading indicators rose 1.9 pct to 172.9 (base 1980) in february after a 0.8 pct rise in january, to stand 17.2 pct higher than in feburary 1986, provisional economic planning board figures show.     the index is based on 10 indicators which include export values, letters of credit received, warehouse stocks, m-1 and m-3 money supply figures and the composite stock exchange index.  reuter ;","('lei',)","('lei',)"
2466,"gander <gndr.o> buys western wear retailer gander mountain inc said it acquired the privately held western ranchman outfitters, a catalog and point-of-purchase retailer of western apparel based in cheyenne, wyo.     it said western ranchman had sales for the year ended jan 31, 1987 of about 2.2 mln dlrs.     the purchase was made for an undisclosed amount of cast.  reuter ;","('acq',)","('acq',)"
2467,"maytag <myg> sees capital spending up in 1987 maytag co said it expects capital spending in 1987 to increase to about 60 mln dlrs from 49 mln dlrs in 1986.     maytag chairman and chief executive officer daniel krumm said the company plans a ""significant"" investment at its admiral refrigerator plant in galesburg, ill., as well as continued spending for product improvement and increased efficiency at other maytag facilities.     earlier, the company reported 1986 net income of 111.2 mln dlrs, or 2.57 per share, versus net income of 124.9 mln dlrs, or 2.89 dlrs a share, in 1985.  reuter ;","('earn',)","('earn',)"
2468,"great northern nekoosa first qtr shr 1.59 dlrs vs 54 cts
","('earn',)","('earn',)"
2469,"transact int'l inc <tact> 3rd qtr jan 31 net shr one ct vs three cts     net 66,922 vs 194,531     rev 4.2 mln vs 5.7 mln     nine months     shr two cts vs four cts     net 93,802 vs 260,702     rev 10.1 mln vs 13.2 mln     note: nine months 1987 period includes gain of 196,043 dlrs from sale of meston lake resources shares and a credit of 127,000 dlrs from a favroable settlement of s state income tax assessment. 1986 nine months period includes gain of 160,431 dlrs, or two cts a share, from sale of ferrotherm co.  reuter ;","('earn',)","('earn',)"
2470," diamond shamrock <dia> raises crude postings diamond shamrock said it raised the contract price it will pay for crude oil 50 cts a barrel, effective today.     the increase brings the company's posted price for the benchmark grade, west texas intermediate, to 17.50 dlrs/bbl.     diamond shamrock last changed its postings on march 4.  reuter ;","('crude',)","('crude',)"
2471,"billiton seeks change in surinam policies <billiton international metals b.v.>, the dutch mining company, has urged surinam to change policies it says are causing heavy losses on bauxite mining operations there, a company spokesman said.     he told reuters that billiton, a fully-owned royal dutch/shell <rd.as> subsidiary, presented the demands to henk heidweiler, a top aide to surinam military leader desi bouterse, who visited the netherlands last week for official talks.     billiton and <suralco>, owned by u.s. conglomerate alcoa <aa.s>, both want devaluation, and lower wages, welfare contributions, taxes on bauxite and energy prices.     the two firms are the biggest private sector employers in surinam. billiton also urged heidweiler to improve the safety of its employees in the campaign against a jungle guerilla group, the spokesman said, adding rebel fighting since july 1986 had depressed production at billiton and suralco plants.     high voltage cables from the power plant of afobakka have been cut, and a bauxite mine at moengo has been shut, he added.     ""we are already making vast losses in surinam and you can't expect any company to remain operating with losses,"" the spokesman said.  reuter ;","('alum',)","('alum',)"
2472,"fine art acquisitions ltd <faaa> 4th qtr net shr three cts vs three cts     net 141,224 vs 118,192     sales 5,849,695 vs 3,717,794     avg shrs 4,975,000 vs 4,925,000     year     shr 15 cts vs 10 cts     net 720,126 vs 474,879     sales 18.2 mln vs 11.5 mln     avg shrs 4,959,932 vs 4,902,778     note: 1985 year net includes gain of 58,000 dlrs, or one cent a share, from tax loss carryforward  reuter ;","('earn',)","('earn',)"
2473,"seven oaks international inc <qpon.o> year net periods ended april 30     shr 83 cts vs 94 cts     net 5,583,000 vs 8,403,000     revs 28.8 mln vs 29.4 mln     avg shrs 6,754,000 vs 6,802,000  reuter ;","('earn',)","('earn',)"
2474,"engineering measurements co <emco> 3rd qtr net qtr ends jan 31     shr four cts vs 12 cts     net 102,508 vs 264,910     revs 2,278,083 vs 2,536,312     nine mths     shr 18 cts vs 15 cts     net 489,253 vs 404,877     revs 6,679,745 vs 6,613,551     note: excludes discontinued operations gain of 40,519 dlrs in the third quarter fiscal 1986, and loss of 9,666 dlrs in the nine months fiscal 1986.  reuter ;","('earn',)","('earn',)"
2475,"governments seen more involved in oil drilling the offshore oil drilling industry will attract increasing numbers of government connected firms in the 1990s, according to ronald tappmeyer, vice chairman of reading and bates drilling co.      tappmeyer told the offshore technology conference that contract drilling was reaching the same kind of situation that oil producing companies reached when their oilfields were nationalized in nations as venezuela, iran and saudi arabia.      he said local connections to the nation whose waters are being drilled was an increasingly important factor in the market.      ""we have seen contractors put at competitive disadvantages in nations in which they had worked successfully for years essentially moved aside to make room for locally-owned firms or a locally-built rig,"" he said.      tappmeyer, who is president of the international association of drilling contractors, said how far the trend would spread depends on the growth of trade protectionism.      he added that international contractors will increasingly find their role restricted to regions that require special expertise and experience, such as wildcat areas and severe environments such as in the arctic and extremely deep waters.      tappmeyer also said he expects producing companies to provide the main financing for offshore drilling in the coming decade as banks will be unwilling to repeat overexposing themselves and drilling contractors will have difficulty providing financing out of cash flow.      at the same time, he said he saw the financing as indirect as he does not see producers getting back in the rig-owning business.      he also said projectfinancing will have to be backed up by work commitments to guarantee the payoff of construction costs.      for the time being, he said there was a superabundance of rigs. but he said there will be a need for new, technologically advanced rigs within a few years.      he said the floating-drilling rigs were most likely to benefit from new developments in technology, adding that by 2,000 there should not be an ocean left that is too deep, too cold, too stormy or too remote to be explored.  reuter ;","('crude',)","('crude',)"
2476,"alusuisse plans further aluminium capacity cuts schweizerische aluminium ag <aluz.z> (alusuisse) plans further drastic cuts in its aluminium smelting capacity and more concentration of higher value-added products, chief executive hans jucker said.     elaborating on plans disclosed in outline last september, company officials said current smelting capacity of 390,000 tonnes a year would be cut to between 250,000 and 260,000 tonnes by 1989 or 1990. they did not say where cuts might be made.     two years ago, before selling its ormet corp subsidiary in the united states to local management and staff, alusuisse had an annual capacity of 800,000 tonnes.  reuter ;","('alum',)","('alum',)"
2477,"soros group has b.f. goodrich <gr> stake an investor group led by new york investor george soros said it acquired a 6.1 pct stake in b.f. goodrich co common stock as an investment.     the group said it paid about 69 mln dlrs for the 1,389,600 goodrich shares, which are being held by quantum fund n.v., a netherlands antilles investment firm advised by soros.     it said all the shares were bought between dec. 29 and march 9.     the group said it reserved the future right to buy additional shares and to formulate other purposes or plans regarding its goodrich investment.  reuter ;","('acq',)","('acq',)"
2478,"timberland industries inc <timb> 4th qtr net shr 14 cts vs 22 cts     net 188,000 vs 307,000     sales 14.6 mln vs 12.1 mln     year     shr 44 cts vs 63 cts     net 600,000 vs 852,000     sales 51.0 mln vs 45.7 mln  reuter ;","('earn',)","('earn',)"
2479,"computer network technology <cmnt> 4th qtr loss shr loss eight cts vs loss eight cts     net loss 655,457 vs loss 566,429     rev 258,712 vs nil     year     shr loss 31 cts vs loss 26 cts     net loss 2,725,882 vs loss 1,759,675     rev 349,070 vs nil     note: company's full name is computer network technology corp. 1985 revenues n.a. because 1986 was initial year of product revenue.  reuter ;","('earn',)","('earn',)"
2480,"tribune/swab-fox cos inc <tsfc> 4th qtr loss shr loss 15 cts vs nil     net loss 4,356,285 vs profit 300,000     year     shr loss 12 cts vs profit five cts     net loss 2,744,826 vs profit 2,490,262     note: 1985 earnings restated for discontinued operations     per-share results reflect payment of preferred dividends     company did not release revenues  reuter ;","('earn',)","('earn',)"
2481,"south korean money supply falls in march south korea's m-2 money supply fell two pct to 33,463.4 billion won in march from 34,030.3 billion in february, provisional bank of korea figures show.     it rose a revised 0.5 pct in february and was up 14.7 pct from a year earlier.     m-1 money supply fell 8.7 pct to 7,767.8 billion won in march against a revised rise of 4.3 pct in february. it has increased 8.3 pct since march last year.     bank officials said the march falls were due mainly to various measures by the bank to absorb excess money.  reuter ;","('money-supply',)","('money-supply',)"
2482,"major tin centers paralysed bolivia union says a strike by 9,000 miners employed by the state corporation comibol has paralysed tin production in the major centers of huanuni, corocoro, siglo, catavi and colquiri, the conflicts secretary of the bolivian miners federation, cristobal aranibar, told reuters.      the strike began at midnight to press demands for higher wages and more funds for the nationalised mining industry.      the miners federation left the door open to negotiations with the government but ""only if the authorities show their intention to find solution to our demands"", aranibar said.     the government of president victor paz estenssoro, faced with mounting social unrest against its economic policies, has said the miners strike was part of a campaign to discredit it during the visit of west german president, richard von weizsaecker, who arrives today for a four-day official visit.     the government froze salaries as part of its efforts to pull bolivia out of a deep economic crisis. according to central bank forecasts inflation will reach an annual 10 pct rate versus up to 20,000 pct in 1985.      in addition to the miners' strike, about 1,000 railway factory workers of the bolivian labour organization (cob) began a second day of a hunger strike in the country's main cities to press for substantial wage increases, a union leader said.  reuter ;","('tin',)","('tin',)"
2483,"<oshawa group ltd> 4th qtr net shr 52 cts vs 51 cts     net 16.5 mln vs 16.2 mln     revs 870.2 mln vs 800.7 mln     year     shr 1.48 dlrs vs 1.29 dlrs     net 47.3 mln vs 41.0 mln     revs 3.53 billion vs 3.10 billion     avg shrs 31,867,658 vs 31,831,050  reuter ;","('earn',)","('earn',)"
2484,"fed expected to take no money market action the federal reserve is expected to take no reserve-management action in the u.s. government securities market during its usual intervention period, economists said.     they said that, if the fed does act, it will likely add temporary reserves indirectly by arranging one to 1.5 billion dlrs of customer repurchase agreements.     federal funds, which averaged 6.14 pct yesterday, opened at 5-15/16 pct and remained there in early trading. analysts believe this probably is about where the fed wants the funds rate to be.  reuter ;","('interest', 'money-fx')","('interest', 'money-fx')"
2485,"generale de banque, heller buy factoring unit generale de banque sa <genb.br> and <heller overseas corp> of chicago have each taken 50 pct stakes in factoring company sa belgo-factors, generale de banque said in a statement.     it gave no financial details of the transaction. sa belgo-factors' turnover in 1986 was 17.5 billion belgian francs.  reuter ;","('acq',)","('acq',)"
2486,"syngold defines reserves on deka property <syngold exploration inc> and <corp falconbridge copper> said they defined undiluted reserves of 911,000 tons of ore with an average grade of 0.43 ounces of gold per ton in two separate deposits on the deka property located at noranda, quebec.     assay results from 20 suface holes drilled on 250 foot centers indicate that the donalda number one deposit contains possible reserves of 611,000 tons at an average grade of 0.48 ounces of gold per ton.     the number one deposit's reserves are contained between a vertical depth of 750 and 1200 feet at a strike length of 900 feet.     reserves of the donalda number-two deposit, located 1,000 feet below the number-one deposit, were recalculated at 300,000 tons with an average grade of 0.33 ounces of gold per ton.     syngold has earned a 20 pct interest in the deka property from the operator, corp falconbridge copper.  reuter ;","('gold',)","('gold',)"
2487,"paton reports u.s. green coffee roastings higher u.s. roastings of green coffee in the week ended march 7 were about 325,000 (60-kilo) bags, including that used for soluble production, compared with 290,000 bags in the corresponding week of last year and about 315,000 bags in the week ended february 28, george gordon paton and co inc reported.     it said cumulative roastings for calendar 1987 now total a 3,295,000 bags, compared with 3,620,000 bags by this time last year.  reuter ;","('coffee',)","('coffee',)"
2488,"mcchip <mcs.to> to acquire reserve holding mcchip resources inc said it has agreed to exchange its interest in oklahoma oil and gas properties operated by reserve exploration co <rexc.o> for 638,435 restricted reserve common shares.     the company said it will have a 44 pct stake in reserve's outstanding shares as a result of the exchange.  reuter ;","('acq',)","('acq',)"
2489,"german current account surplus widens in march west germany's current account surplus widened to a provisional 8.8 billion marks in march from a slightly downwards revised 6.5 billion in february, a spokesman for the federal statistics office said.     the trade surplus fell to a provisional 10.1 billion marks from 10.4 billion in february.     the statistics office had earlier put the february current account surplus at a provisional 6.6 billion marks. the provisional february trade surplus was confirmed.     the office said the march trade surplus had also risen strongly from the year-ago month total of 8.5 billion marks, while the march current account surplus compared with only 4.3 billion marks a year earlier.     the figures given by the office show nominal trade flows, but an office statement said that the current account surplus had also risen in real terms from february.     however, it attributed this partly to the fact that payments to the european community had been brought forward in february, with the result that transfers abroad in march were unusually low.     the statistics office said march imports totalled 36.93 billion marks, a rise of 15 pct from february and of 4.7 pct compared with march 1986.     march exports of 47.06 billion marks were 11 pct higher than in february and 7.6 pct higher than in march last year.     other data reported in the current account balance showed there was a 400 mln mark deficit in supplementary trade items, a 500 mln mark deficit in the services account and a 400 mln mark deficit in transfer payments.     the statistics office said that in the first three months of this year the trade surplus had risen to 27.8 billion marks from 22.6 billion marks in the same period last year.     the current account surplus had risen to 20.0 billion marks from 15.6 billion.  reuter ;","('bop', 'trade')","('trade',)"
2490,"metro funding shareholders approve merger <metro funding corp> said its shareholders approved its merger into <maxcom corp> and its change of incorporation from nevada to delaware.     metro funding also said its subsidiary, comet corp, will be renamed maxcom usa.     the company also reported shareholders approved the authorization of 500,000 shares of common stock to be set aside for an incentive stock option plan.  reuter ;","('acq',)","('acq',)"
2491,"yen seen rising after g-7 communique the yen is likely to start another uneven rise against the dollar and other major currencies because the group of seven communique contained nothing new, currency and bond analysts here said.     ""is that it? i was expecting something more than that,"" said one trader at a major wall street securities company.     marc cohen of republic national bank of new york said: ""the market now has the impetus to drive the dollar lower again.""     the dollar hovered between 145.50 and 147 yen in the days just before the talks. dealers restrained their underlying bearishness and squared positions ahead of wednesday's meeting of the finance ministers and central bankers of the top seven industrialized nations in washington.     after more than four hours of talks, the g-7 issued a communique which merely reaffirmed the recent paris agreement's view that prevailing currency levels were broadly consistent with economic fundamentals and that exchange rate stability should be fostered around these levels.     the dollar sank to 144.75 yen in early tokyo trading.     ""they said that the dollar/yen rate was broadly in line with fundamentals when it was 154. now they are saying it's in line when it's at 146. will this still be so at 138 or 130?,"" asked republic's cohen.     japanese finance minister kiichi miyazawa fuelled speculation about the amount of fluctuation the authorities are prepared to tolerate by saying that the current yen level is still inside the range agreed on in paris in late february.     official statements in recent weeks had indicated that the key psychological level of 150 yen was at the lower end of the authorities' permissible range.     dealers and analysts warned that the dollar's decline would probably be uneven. they anticipated a concerted effort to prop up the dollar and restrain the yen via a mixture of open market intervention and public comments.     shortly after the tokyo market opened today the bank of japan was detected by local dealers buying moderate amounts of dollars. the dollar rebounded to about 145.20 yen.     the sources said the market may also be wary of agressively selling dollars for yen before tuesday's february u.s. trade data. the figures are expected to show a deficit of 13 billion dlrs, from a provisional 14.8 billion in january. ;","('yen',)","('dlr', 'money-fx')"
2492,"investor acquires 9.9 pct of munford <mfd> a joint venture controlled by dallas investor bradbury dyer said it had acquired 377,000 shares, or 9.9 pct, of the common stock of munford inc.     in a filing with the securities and exchange commission, the concern, which comprises paragon associates and paragon associates ii, said it bought the stake for 7,659,000 dlrs and may buy more shares.     paragon said it bought the shares for investment purposes.  reuter ;","('acq',)","('acq',)"
2493,"fed may supply reserves in the money markets there is a slightly better than even chance that the federal reserve will enter the u.s. government securities market to add temporary reserves, economists said.     they said the fed would supply the reserves indirectly via around 1.5 billion dlrs of customer repurchase agreements.     federal funds, which averaged 6.25 pct yesterday, opened at 6-1/16 pct and moved in a narrow range between there and six pct in early trading.  reuter ;","('money-fx',)","('interest', 'money-fx')"
2494,"markel corp <makl> 4th qtr net shr 32 cts vs 18 cts     net 1,200,466 vs 545,670     revs 8.2 mln vs 6.4 mln     year     shr 1.52 dlrs vs 27 cts     net 4,972,683 vs 1,046,460     revs 33.3 mln vs 23 mln  reuter ;","('earn',)","('earn',)"
2495,"american president <aps> to lease more ships american president cos ltd said its american president lines shipping subsidiary  obtained final approval from u.s. and japanese authorities to lease four new ships from lykes bros co.     the move will will enable it to boost service in the pacific by 15 pct in 1987, american president said.     the company said it will lease the ships for three years and hold two additional three-year options.     it said american president lines is currently operating at capacity in the pacific and the new ships will arrive in time for the normal demand surge of the spring and summer seasons.  reuter ;","('ship',)","('acq',)"
2496,"vlsi technology inc <vlsi> 1st qtr net shr seven cts vs six cts     net 1,612,000 vs 1,406,000     revs 38.2 mln vs 34.3 mln     avg shrs 23,742,000 vs 22,945,000  reuter ;","('earn',)","('earn',)"
